vehicle_year_name,vehicle_style,site_rating,vehicle_price,vehicle_mileage,vehicle_location,vehicle_ext_color,vehicle_int_color,vehicle_accident_count,vehicle_title_type,vehicle_mpg,vehicle_transmission,vehicle_fuel_type,vehicle_options_level,vehicle_engine,vehicle_drive_type,vehicle_usage_type
2019 Subaru Outback,2.5i Limited,Fair Price,"$26,619 ","24,218","Lewisville, TX",Ice Silver Metallic,Slate Black,0 reported accidents,Clean,25 cty / 32 hwy,Automatic,Gas,Minimal Options,2.5L Flat-4 Gas,AWD,Personal or Rental Use
2018 Volkswagen Tiguan,S FWD,Fair Price,"$19,000 ","22,965","Abilene, TX",Silk Blue Metallic,Titan Black,0 reported accidents,Clean,22 cty / 27 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2017 Ford Edge,SEL FWD,Great Price,"$14,992 ","96,292","Rockwall, TX",Blue Jeans Metallic,Dune,0 reported accidents,Clean,20 cty / 29 hwy,Automatic,Gas,Minimal Options,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2016 Toyota Highlander,LE V6 FWD,Fair Price,"$23,000 ","45,721","Grapevine, TX",Blizzard Pearl,Black,0 reported accidents,Clean,19 cty / 25 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Fleet or Mixed Use
2013 GMC Yukon,XL 1500 Denali 4WD,Fair Price,"$15,995 ","165,710","Fort Worth, TX",Summit White,Cocoa/Light Cashmere,0 reported accidents,Clean,13 cty / 18 hwy,Automatic,Gas,Standard,6.2L V-8 Gas,AWD,Personal or Rental Use
2019 Nissan Pathfinder,SV 4WD,Fair Price,"$22,000 ","40,603","McKinney, TX",Brilliant Silver Metallic,Charcoal,0 reported accidents,Clean,19 cty / 26 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,4WD,Personal or Rental Use
2016 Nissan Pathfinder,S FWD,Great Price,"$14,500 ","69,172","Burleson, TX",Gun Metallic,Charcoal,0 reported accidents,Clean,20 cty / 27 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2017 Toyota RAV4,LE FWD,Excellent Price,"$18,006 ","38,275","Plano, TX",Magnetic Gray Metallic,Black,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2017 Mazda CX-5,Sport FWD,Fair Price,"$17,884 ","31,993","Dallas, TX",Eternal Blue Mica,Black,0 reported accidents,Clean,24 cty / 31 hwy,Automatic,Gas,Minimal Options,2.5L Inline-4 Gas,FWD,Fleet or Mixed Use
2013 Nissan Pathfinder,Platinum FWD,Fair Price,"$14,676 ","98,730","Owasso, OK",Super Black,Charcoal,0 reported accidents,Clean,20 cty / 26 hwy,Automatic,Gas,Minimal Options,3.5L V-6 Gas,FWD,Personal or Rental Use
2017 Audi Q3,Prestige quattro,Great Price,"$25,896 ","20,774","Frisco, TX",Brilliant Black,Unknown,0 reported accidents,Clean,20 cty / 28 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2019 Subaru Crosstrek,2.0i Premium CVT,Fair Price,"$23,997 ","18,929","Joplin, MO",Crystal White Pearl,Black,0 reported accidents,Clean,27 cty / 33 hwy,Automatic,Gas,Minimal Options,2.0L Flat-4 Gas,AWD,Personal or Rental Use
2019 Nissan Pathfinder,S FWD,Fair Price,"$24,995 ","8,531","Dallas, TX",Magnetic Black Pearl,Charcoal,0 reported accidents,Clean,20 cty / 27 hwy,Automatic,Gas,Minimal Options,3.5L V-6 Gas,FWD,Personal or Rental Use
2018 GMC Terrain,SLE AWD,Fair Price,"$20,490 ","18,200","Denton, TX",Ebony Twilight Metallic,Jet Black,0 reported accidents,Clean,24 cty / 28 hwy,Automatic,Gas,Minimal Options,1.5L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2011 Ford Edge,Limited FWD,Fair Price,"$8,993 ","125,192","Rockwall, TX",Ingot Silver Metallic,Medium Light Stone,0 reported accidents,Clean,19 cty / 27 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Fleet or Mixed Use
2017 Ford Edge,Titanium FWD,Great Price,"$22,537 ","34,935","McKinney, TX",Shadow Black,Ebony,0 reported accidents,Clean,20 cty / 29 hwy,Automatic,Gas,Well Equipped,3.5L V-6 Gas Turbocharged,FWD,Personal or Rental Use
2017 Ford Explorer,XLT FWD,Fair Price,"$24,796 ","44,620","Oklahoma City, OK",Ruby Red Metallic Tinted Clearcoat,Medium Light Camel,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Minimal Options,3.5L V-6 Gas,FWD,Personal or Rental Use
2011 INFINITI FX,FX35 AWD,Fair Price,"$15,500 ","80,676","Yukon, OK",Platinum Graphite,Graphite,1 reported accidents,Clean,16 cty / 21 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,AWD,Personal or Rental Use
2015 Dodge Journey,R/T FWD,Great Price,"$13,103 ","79,377","Dallas, TX",Pearl White Tri-Coat,Black/Red,0 reported accidents,Clean,17 cty / 25 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,FWD,Fleet or Mixed Use
2019 Subaru Outback,3.6R Limited,Fair Price,"$29,900 ","32,894","Oklahoma City, OK",Magnetite Gray Metallic,Titanium Gray,0 reported accidents,Clean,20 cty / 27 hwy,Automatic,Gas,Minimal Options,3.6L Flat-6 Gas,AWD,Personal or Rental Use
2015 Jeep Cherokee,Limited FWD,Fair Price,"$13,600 ","91,500","Arlington, TX",Bright White Clearcoat,Black,0 reported accidents,Clean,22 cty / 31 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2015 Buick Encore,Premium FWD,Fair Price,"$16,990 ","31,963","Oklahoma City, OK",Quicksilver Metallic,Ebony,0 reported accidents,Clean,25 cty / 33 hwy,Automatic,Gas,Standard,1.4L Inline-4 Gas Turbocharged,FWD,Fleet or Mixed Use
2017 Jeep Compass,2017.5 Latitude FWD,Great Price,"$16,989 ","33,136","Grand Prairie, TX",Diamond Black Crystal Pearlcoat,Black,0 reported accidents,Clean,22 cty / 31 hwy,Automatic,Gas,Fully Loaded,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2018 MINI Countryman,S FWD,Great Price,"$24,900 ","23,750","Rogers, AR",Mini Yours Lapisluxury Blue,Carbon Black,0 reported accidents,Clean,23 cty / 32 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2018 Honda CR-V,LX AWD,Fair Price,"$21,995 ","21,596","Irving, TX",Modern Steel Metallic,Black,0 reported accidents,Clean,25 cty / 31 hwy,Automatic,Gas,NA,2.4L Inline-4 Gas,AWD,Personal or Rental Use
2018 Hyundai Santa Fe Sport,Base 2.4L FWD,Great Price,"$18,289 ","26,193","Grand Prairie, TX",Serrano Red,Beige,0 reported accidents,Clean,21 cty / 27 hwy,Automatic,Gas,Fully Loaded,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2017 Cadillac XT5,FWD,Great Price,"$24,489 ","34,418","Lancaster, TX",Red Passion Tintcoat,Sahara Beige,0 reported accidents,Clean,19 cty / 27 hwy,Automatic,Gas,Well Equipped,3.6L V-6 Gas,FWD,Personal or Rental Use
2015 Honda Pilot,EX-L 4WD,Fair Price,"$17,520 ","118,100","Rogers, AR",Modern Steel Metallic,Black,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,4WD,Personal or Rental Use
2015 Ford Explorer,XLT 4WD,Great Price,"$15,925 ","114,575","Tulsa, OK",Unknown,Unknown,0 reported accidents,Clean,17 cty / 23 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,4WD,Fleet or Mixed Use
2018 Chevrolet Trax,LT FWD,Great Price,"$11,995 ","85,878","Irving, TX",Summit White,Jet Black,0 reported accidents,Clean,25 cty / 33 hwy,Automatic,Gas,Standard,1.4L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2019 Kia Sportage,EX FWD,Great Price,"$19,977 ","38,810","Denton, TX",Sparkling Silver,Black,0 reported accidents,Clean,22 cty / 29 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2017 Toyota RAV4,LE FWD,Fair Price,"$17,999 ","59,995","Tulsa, OK",Magnetic Gray Metallic,Black,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2017 Mazda CX-5,Sport FWD,Fair Price,"$18,300 ","31,304","Irving, TX",Eternal Blue Mica,Black,0 reported accidents,Clean,24 cty / 31 hwy,Automatic,Gas,Minimal Options,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2017 Ford Explorer,Base FWD,Fair Price,"$19,315 ","50,484","Arlington, TX",Blue Jeans Metallic,Medium Light Camel,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Minimal Options,3.5L V-6 Gas,FWD,Personal or Rental Use
2016 Ford Expedition,Limited 4WD,Great Price,"$29,350 ","65,947","Arlington, TX",Magnetic Metallic,Ebony,0 reported accidents,Clean,15 cty / 20 hwy,Automatic,Gas,Standard,3.5L V-6 Gas Turbocharged,4WD,Personal or Rental Use
2017 Toyota RAV4,XLE FWD,Great Price,"$18,373 ","54,843","Arlington, TX",Barcelona Red Metallic,Black,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2016 Toyota 4Runner,Limited V6 RWD,Great Price,"$29,890 ","66,793","Fort Worth, TX",Super White,Sand Beige,1 reported accidents,Clean,17 cty / 22 hwy,Automatic,Gas,Standard,4.0L V-6 Gas,RWD,Personal or Rental Use
2017 INFINITI QX60,3.5 FWD,Great Price,"$25,289 ","33,988","Grand Prairie, TX",Black Obsidian,Graphite,0 reported accidents,Clean,20 cty / 27 hwy,Automatic,Gas,Well Equipped,3.5L V-6 Gas,FWD,Personal or Rental Use
2019 Subaru Outback,2.5i Limited,Fair Price,"$28,034 ","17,836","Plano, TX",Crystal White Pearl,Slate Black,0 reported accidents,Clean,25 cty / 32 hwy,Automatic,Gas,Well Equipped,2.5L Flat-4 Gas,AWD,Personal or Rental Use
2017 Kia Sorento,EX I4 AWD,Fair Price,"$20,680 ","37,092","Yukon, OK",Sangria,Satin Black,0 reported accidents,Clean,19 cty / 25 hwy,Automatic,Gas,Well Equipped,2.0L Inline-4 Gas Turbocharged,AWD,Fleet or Mixed Use
2013 Jeep Wrangler,Freedom Edition,Great Price,"$17,799 ","124,841","Lewisville, TX",Billet Silver Metallic,Black Interior,0 reported accidents,Clean,17 cty / 21 hwy,Automatic,Gas,Standard,3.6L V-6 Gas,4WD,Personal or Rental Use
2015 Buick Encore,FWD,Fair Price,"$8,500 ","141,887","Broken Arrow, OK",Carbon Black Metallic,Ebony,0 reported accidents,Clean,25 cty / 33 hwy,Automatic,Gas,Fully Loaded,1.4L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2017 Hyundai Tucson,SE FWD,Fair Price,"$16,552 ","30,168","Dallas, TX",Sedona Sunset,Black,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,Fully Loaded,2.0L Inline-4 Gas,FWD,Personal or Rental Use
2019 Nissan Kicks,S,Great Price,"$16,000 ","17,917","Burleson, TX",Super Black,Charcoal,0 reported accidents,Clean,31 cty / 36 hwy,Automatic,Gas,Standard,1.6L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2013 Subaru Outback,2.5i Premium Auto,Fair Price,"$11,697 ","124,365","Oklahoma City, OK",Twilight Blue Metallic,Ivory Striated,0 reported accidents,Clean,24 cty / 30 hwy,Automatic,Gas,Standard,2.5L Flat-4 Gas,AWD,Personal or Rental Use
2016 Jeep Cherokee,Limited FWD,Fair Price,"$16,495 ","66,690","Edmond, OK",Bright White Clearcoat,Black,0 reported accidents,Clean,22 cty / 31 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,FWD,Fleet or Mixed Use
2016 Lexus NX,NX 200t FWD,Great Price,"$23,689 ","36,501","Grand Prairie, TX",Atomic Silver,Black,0 reported accidents,Clean,22 cty / 28 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2017 Nissan Pathfinder,SL FWD,Great Price,"$21,000 ","39,235","Grapevine, TX",Brilliant Silver Metallic,Charcoal,0 reported accidents,Clean,20 cty / 27 hwy,Automatic,Gas,Minimal Options,3.5L V-6 Gas,FWD,Personal or Rental Use
2019 Hyundai Kona,SE AWD Automatic,Fair Price,"$19,598 ","18,283","Wichita, KS",Thunder Gray,Black,0 reported accidents,Clean,25 cty / 30 hwy,Automatic,Gas,Minimal Options,2.0L Inline-4 Gas,AWD,Fleet or Mixed Use
2018 Ford EcoSport,SE FWD,Fair Price,"$14,957 ","23,751","Corinth, TX",Canyon Ridge Metallic,Ebony Black,0 reported accidents,Clean,27 cty / 29 hwy,Automatic,Gas,Minimal Options,1.0L Inline-3 Gas Turbocharged,FWD,Personal or Rental Use
2016 Cadillac SRX,Luxury Collection FWD,Great Price,"$20,695 ","62,930","Terrell, TX",Platinum Ice Tricoat,Shale With Brownstone Accents,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Standard,3.6L V-6 Gas,FWD,Fleet or Mixed Use
2015 Honda CR-V,EX-L AWD,Fair Price,"$19,500 ","48,335","Irving, TX",Modern Steel Metallic,Gray,0 reported accidents,Clean,26 cty / 33 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,AWD,Personal or Rental Use
2019 Kia Niro,Hybrid LX,Fair Price,"$16,900 ","20,438","Denton, TX",Snow White Pearl,Charcoal,0 reported accidents,Clean,51 cty / 46 hwy,Automatic,Hybrid,Well Equipped,1.6L Inline-4 Hybrid,FWD,Personal or Rental Use
2017 Jeep Grand Cherokee,Laredo 4WD,Fair Price,"$24,450 ","39,319","Carrollton, TX",Diamond Black Crystal Pearlcoat,Black,0 reported accidents,Clean,18 cty / 25 hwy,Automatic,Gas,Well Equipped,3.6L V-6 Gas,4WD,Personal or Rental Use
2019 Toyota RAV4,XLE FWD,Fair Price,"$25,997 ","28,034","Joplin, MO",Silver Sky Metallic,Black,0 reported accidents,Clean,26 cty / 35 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2017 Toyota RAV4,XLE FWD,Great Price,"$21,202 ","6,599","Granbury, TX",Barcelona Red Metallic,Nutmeg,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2016 Ford Explorer,Limited FWD,Fair Price,"$16,999 ","111,886","Grand Prairie, TX",White Platinum Metallic Tri-Coat,Ebony Black,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2019 Toyota RAV4,XLE FWD,Fair Price,"$26,782 ","4,642","Dallas, TX",Super White,Black,0 reported accidents,Clean,26 cty / 35 hwy,Automatic,Gas,Standard,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2017 Acura MDX,FWD with Technology Package,Great Price,"$27,445 ","51,431","Arlington, TX",White Diamond Pearl,Ebony,0 reported accidents,Clean,19 cty / 27 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2017 Toyota RAV4,LE FWD,Fair Price,"$18,400 ","46,840","Rogers, AR",Barcelona Red Metallic,Black,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2017 Buick Enclave,Premium FWD,Fair Price,"$22,977 ","95,405","Denton, TX",White Frost Tricoat,Light Titanium,0 reported accidents,Clean,15 cty / 22 hwy,Automatic,Gas,Well Equipped,3.6L V-6 Gas,FWD,Personal or Rental Use
2019 Mazda CX-5,Grand Touring AWD,Great Price,"$25,496 ","25,535","Dallas, TX",Jet Black Mica,Black,0 reported accidents,Clean,24 cty / 30 hwy,Automatic,Gas,Minimal Options,2.5L Inline-4 Gas,AWD,Personal or Rental Use
2014 Honda CR-V,EX-L AWD,Great Price,"$16,384 ","71,324","Bentonville, AR",Polished Metal Metallic,Black,0 reported accidents,Clean,22 cty / 30 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,AWD,Personal or Rental Use
2016 Volvo XC60,T5 Drive-E Premier FWD,Fair Price,"$14,995 ","89,295","Addison, TX",Crystal White Pearl,Soft Beige,0 reported accidents,Clean,23 cty / 31 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2016 Nissan Murano,Platinum AWD,Great Price,"$18,999 ","84,473","Dallas, TX",Magnetic Black Metallic,Black,0 reported accidents,Clean,21 cty / 28 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,AWD,Personal or Rental Use
2018 Toyota RAV4,XLE FWD,Fair Price,"$22,537 ","32,097","Nash, TX",Red,Black,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2018 Ford Explorer,XLT FWD,Fair Price,"$25,494 ","32,011","Plano, TX",Shadow Black,Ebony Black,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2010 Honda CR-V,EX-L 4WD,Excellent Price,"$11,311 ","89,619","Plano, TX",White,Unknown,0 reported accidents,Clean,21 cty / 27 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,4WD,Personal or Rental Use
2013 Ford Escape,Titanium FWD,Fair Price,"$10,997 ","95,345","Frisco, TX",Sterling Grey Metallic,Charcoal Black,1 reported accidents,Clean,22 cty / 30 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Fleet or Mixed Use
2019 INFINITI QX30,LUXE AWD,Great Price,"$22,490 ","22,939","Plano, TX",Chestnut Bronze,Graphite,0 reported accidents,Clean,21 cty / 30 hwy,Automatic,Gas,Minimal Options,2.0L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2019 Hyundai Santa Fe,SE 2.4L FWD,Fair Price,"$20,599 ","19,712","Denton, TX",Symphony Silver,Black/Black,0 reported accidents,Clean,22 cty / 29 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2018 Kia Sportage,LX FWD,Fair Price,"$16,700 ","30,923","Hurst, TX",Hyper Red,Black,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2019 Honda CR-V,EX-L FWD,Great Price,"$26,344 ","20,857","Frisco, TX",Unknown,Unknown,0 reported accidents,Clean,28 cty / 34 hwy,Automatic,Gas,NA,1.5L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2019 Volkswagen Atlas,V6 SE with Technology 3.6L FWD,Fair Price,"$28,890 ","32,244","Dallas, TX",Pacific Blue Metallic,Titan Black,0 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Minimal Options,3.6L V-6 Gas,FWD,Personal or Rental Use
2016 Toyota Highlander,XLE V6 FWD,Fair Price,"$25,834 ","52,470","Granbury, TX",Silver Sky Metallic,Black,1 reported accidents,Clean,19 cty / 25 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,FWD,Personal or Rental Use
2018 Toyota RAV4,XLE FWD,Fair Price,"$20,892 ","47,463","Fort Worth, TX",Red,Black,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2015 Chevrolet Tahoe,LT RWD,Great Price,"$27,876 ","89,808","Richardson, TX",Silver Ice Metallic,Jet Black/Dark Ash,0 reported accidents,Clean,16 cty / 23 hwy,Automatic,Gas,Minimal Options,5.3L V-8 Gas,RWD,Personal or Rental Use
2017 BMW X3,sDrive28i RWD,Fair Price,"$22,988 ","52,038","Wichita Falls, TX",Jet Black,Unknown,0 reported accidents,Clean,21 cty / 28 hwy,Automatic,Gas,NA,2.0L Inline-4 Gas Turbocharged,RWD,Personal or Rental Use
2016 Honda CR-V,Touring FWD,Fair Price,"$19,668 ","60,691","Fort Worth, TX",Crystal Black Pearl,Black,0 reported accidents,Clean,26 cty / 33 hwy,Automatic,Gas,NA,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2016 Hyundai Tucson,Limited FWD,Great Price,"$21,998 ","24,495","Wichita, KS",Ash Black,Beige,0 reported accidents,Clean,25 cty / 30 hwy,Automatic,Gas,Minimal Options,1.6L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2013 Honda CR-V,EX-L FWD,Fair Price,"$12,639 ","105,908","Lewisville, TX",Crystal Black Pearl,Black,1 reported accidents,Clean,23 cty / 31 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2013 Honda CR-V,EX FWD,Fair Price,"$11,799 ","118,021","Abilene, TX",Twilight Blue Metallic,Gray,0 reported accidents,Clean,23 cty / 31 hwy,Automatic,Gas,Standard,2.4L Inline-4 Gas,FWD,Personal or Rental Use
2011 Chevrolet Suburban,LTZ 1500 RWD,Excellent Price,"$10,374 ","255,105","Frisco, TX",White Diamond Tricoat,Ebony,1 reported accidents,Clean,15 cty / 21 hwy,Automatic,Gas,Well Equipped,5.3L V-8 Gas,RWD,Personal or Rental Use
2017 Nissan Rogue,2017.5 S FWD,Great Price,"$15,890 ","18,864","Plano, TX",Glacier White,Almond,0 reported accidents,Clean,26 cty / 33 hwy,Automatic,Gas,Well Equipped,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2015 GMC Yukon,XL SLT 4WD,Fair Price,"$29,997 ","107,900","Fort Worth, TX",Summit White,Cocoa/Dune,0 reported accidents,Clean,15 cty / 22 hwy,Automatic,Gas,Standard,5.3L V-8 Gas,4WD,Personal or Rental Use
2017 INFINITI QX60,3.5 AWD,Fair Price,"$26,997 ","40,481","Irving, TX",Majestic White,Java,0 reported accidents,Clean,19 cty / 26 hwy,Automatic,Gas,Standard,3.5L V-6 Gas,AWD,Personal or Rental Use
2015 Ford Expedition,EL XLT 4WD,Great Price,"$18,944 ","102,070","Lewisville, TX",Black,Mesa,0 reported accidents,Clean,14 cty / 20 hwy,Automatic,Gas,NA,3.5L V-6 Gas Turbocharged,4WD,Fleet or Mixed Use
2017 Jeep Cherokee,Limited FWD,Fair Price,"$18,990 ","46,951","Oklahoma City, OK",Granite Crystal Metallic Clearcoat,Black,0 reported accidents,Clean,21 cty / 30 hwy,Automatic,Gas,Minimal Options,2.4L Inline-4 Gas,FWD,Fleet or Mixed Use
2015 Ford Escape,SE FWD,Fair Price,"$11,995 ","81,300","Addison, TX",Tuxedo Black,Unknown,0 reported accidents,Clean,23 cty / 32 hwy,Automatic,Gas,NA,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2019 Buick Encore,Preferred FWD,Fair Price,"$18,574 ","20,624","Hinton, OK",Winterberry Red Metallic,Ebony,0 reported accidents,Clean,25 cty / 30 hwy,Automatic,Gas,Fully Loaded,1.4L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2018 Toyota RAV4,XLE FWD,Fair Price,"$21,768 ","38,347","Dallas, TX",Grey,Black,0 reported accidents,Clean,23 cty / 30 hwy,Automatic,Gas,NA,2.5L Inline-4 Gas,FWD,Personal or Rental Use
2015 Toyota 4Runner,SR5 Premium V6 RWD,Fair Price,"$22,950 ","125,527","Grand Prairie, TX",Black,Black,0 reported accidents,Clean,17 cty / 22 hwy,Automatic,Gas,Standard,4.0L V-6 Gas,RWD,Personal or Rental Use
2018 GMC Terrain,SLE AWD,Great Price,"$21,456 ","42,105","Amarillo, TX",Satin Steel Metallic,Medium Ash Gray/Jet Black,0 reported accidents,Clean,24 cty / 28 hwy,Automatic,Gas,Fully Loaded,2.0L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2018 Buick Encore,Preferred II FWD,Great Price,"$16,349 ","15,102","Grand Prairie, TX",Summit White,Ebony,0 reported accidents,Clean,25 cty / 33 hwy,Automatic,Gas,Well Equipped,1.4L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2017 Ford Explorer,XLT FWD,Fair Price,"$23,500 ","35,509","Sherman, TX",Shadow Black,Medium Light Camel,1 reported accidents,Clean,17 cty / 24 hwy,Automatic,Gas,Minimal Options,3.5L V-6 Gas,FWD,Personal or Rental Use
2017 Volvo XC60,T5 FWD Dynamic,Great Price,"$24,991 ","27,902","Dallas, TX",Osmium Grey Metallic,Off-Black,0 reported accidents,Clean,23 cty / 31 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,FWD,Personal or Rental Use
2017 Lincoln MKC,Reserve AWD,Great Price,"$27,999 ","12,292","Dallas, TX",Palladium White Gold Metallic,Cappuccino,0 reported accidents,Clean,19 cty / 25 hwy,Automatic,Gas,Standard,2.0L Inline-4 Gas Turbocharged,AWD,Personal or Rental Use
2019 Subaru Forester,2.5i,Fair Price,"$22,957 ","20,430","Corinth, TX",Crystal White Pearl,Gray,0 reported accidents,Clean,26 cty / 33 hwy,Automatic,Gas,Well Equipped,2.5L Flat-4 Gas,AWD,Personal or Rental Use
2019 Toyota Highlander,LE I4 FWD,Fair Price,"$26,811 ","6,844","Weatherford, TX",Blizzard Pearl,Black,0 reported accidents,Clean,20 cty / 24 hwy,Automatic,Gas,Standard,2.7L Inline-4 Gas,FWD,Personal or Rental Use
